Series Name,Series Code,Country Name,Country Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ethiopia,ETH,83.1576730726,88.7138664108,96.4035445392,103.0253661505,98.5087427458,94.2593931013,101.8401747968,91.694880543,91.8947760031,98.6325575102,104.6352235774,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Faroe Islands,FRO,86.2500798446,89.6633830627,93.5475636185,87.746386845,86.7254122458,90.2177145073,92.8178201877,104.9680373093,104.6285443842,99.3258698081,98.1206438899,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Fiji,FJI,84.0865601811,97.7186162588,99.0029401121,103.3491507178,103.2524820198,99.1786988552,98.7109363524,100.123302198,101.3099716823,103.5289411698,100.9862572663,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Finland,FIN,96.9198563891,99.2871924866,98.0939282067,95.0163939264,93.6545352562,94.9338517869,95.7932677237,96.9334584129,96.1974668763,97.022325989,95.1856968615,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,France,FRA,102.8606760464,105.6626559057,102.1958363231,98.5030013012,97.4171661245,97.2509225929,97.5754040972,96.7172660652,96.9055974866,97.9885336474,96.3955917437,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,French Polynesia,PYF,90.8437753078,95.5122045628,91.9518888417,89.9181429926,90.450970254,90.0859982307,92.5944140894,92.5305321929,92.5788523575,91.6436882799,90.7222318117,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gabon,GAB,156.4122136931,110.3407278743,134.4462333566,157.3065757151,157.7888846435,155.5968584284,148.5598117242,126.3239068436,115.7056113309,91.7711128676,120.489059648,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Gambia, The",GMB,104.3171151628,100.1037394627,101.1503896693,95.1240709025,96.7825072659,100.6855917375,104.2719988556,102.9324148557,99.9048599471,97.2481378065,97.4643723948,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Georgia,GEO,95.0194509247,99.7123875641,103.0903594802,102.5205402392,100.0614744639,98.4984738855,98.5869401744,106.277069832,107.4082885,108.9823827659,104.9355058392,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Germany,DEU,93.4264158723,99.1446702958,96.4713297121,93.5849161487,92.8666406285,94.7179897974,97.1519131968,99.1337393987,100.1989858339,101.8980375375,98.8320948701,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ghana,GHA,87.6436966859,97.4769289513,107.4687901562,108.1230963021,105.6764123437,100.7908262071,102.4823234902,110.5016765559,112.3793396122,111.1048676246,122.8948552241,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gibraltar,GIB,94.2180582416,109.0737354191,105.3813556343,96.7836691836,96.816794828,92.7652511996,93.4029151508,86.0533073354,88.9430652632,103.8461968365,79.4247363283,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greece,GRC,100.8264374653,98.0297495849,99.3987756366,99.8286754336,97.6867006705,97.9414384136,98.0751220555,99.3892573,98.0044928668,96.0679822726,95.6069388602,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greenland,GRL,81.921452252,85.3508714822,85.4624705927,85.1017480463,86.0986734354,88.5617086581,92.9050104127,103.7352625751,105.2839020162,103.9230270117,99.2404280236,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Grenada,GRD,87.7403292912,89.95646528,89.5615452343,87.4430708986,85.5711391342,85.0242720503,90.9064173177,85.4932880258,84.7492536301,86.0736050261,86.0851713044,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guam,GUM,76.9383172848,84.2091715766,85.0623881307,83.1921149608,81.3648372043,80.7472805553,83.0818498654,104.775035818,106.368155687,122.6197764668,120.6237073919,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guatemala,GTM,98.1124511669,106.4907348119,106.0022045518,105.0641730071,100.900052683,98.4662321431,99.4470262099,99.1817645591,99.7834646288,107.2141448003,106.2569030996,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea,GIN,122.1646687419,103.3508340919,120.5497531264,119.1599197931,110.8497282951,103.4883953741,100.8912925878,107.9669299046,106.6437772505,117.9276612628,134.8434227101,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea-Bissau,GNB,78.7693173249,90.1078204345,90.7875752223,86.8948123465,87.9131363393,85.696899362,88.3273668363,109.0870048015,109.2867038492,108.6837066356,103.9026637949,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guyana,GUY,87.757998605,101.1343183824,108.7613677647,108.9437962677,110.6188110912,100.6904881597,94.9934652984,103.2925685241,109.3634309542,129.2447773073,123.9154308631,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Haiti,HTI,91.426908627,118.3171545235,114.4001499754,94.9614527346,98.349807696,92.2150916705,95.0101638526,98.8458098175,99.9385154922,101.0348531894,92.0139602486,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Honduras,HND,92.8606482937,92.3345080804,95.8961970706,100.2338940841,97.2279800998,91.4596190233,94.8373858907,94.3511256959,92.5426594481,96.3267919872,94.320108978,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Hong Kong SAR, China",HKG,99.9706726017,101.1667324947,99.67051004,99.292665137,98.844098015,98.8684736198,99.3603546496,100.134251273,100.0867584651,100.7476931772,100.3082336274,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Hungary,HUN,91.8495241887,94.5156513079,96.7321019775,97.1982322601,96.7955110979,98.8241581603,99.3363686361,101.6713992748,102.045430243,105.7601043504,103.6967011411,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iceland,ISL,99.8439448203,91.6374904781,99.1308075164,96.3917383458,90.9392080792,86.6279265948,90.3183445758,93.8781510009,94.7682048283,93.1698339271,98.959933994,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,India,IND,78.2945665592,91.1579688347,89.6797314993,86.3417762321,86.4283778131,88.6956489999,90.0163618126,93.3115353518,95.4083069034,101.3923810798,90.7408714161,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Indonesia,IDN,108.1006995721,103.2237538262,109.4771458224,115.5564844328,111.1500939373,104.9037864447,102.5021917341,100.560878646,100.9991068291,98.4808645208,100.7706058671,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Iran, Islamic Rep.",IRN,128.5865886254,90.6385422587,107.2638809792,126.850082273,129.3996114537,131.9545394756,129.9207828002,120.4132266517,114.5295700454,96.1705126377,138.4310847635,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iraq,IRQ,201.8357686769,130.0472749429,159.8227778596,192.9151009355,198.8128984421,194.768984866,180.7118215051,136.6712964737,126.6470229855,79.1508001912,106.692829123,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ireland,IRL,101.6405617503,105.7759742518,105.6091760395,97.7112331194,97.6226385637,95.8189864299,96.2540564854,94.3205212308,95.7844103347,93.8653151539,87.9351828108,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Israel,ISR,83.1088775486,90.8672002358,87.7625438118,81.6710096962,87.3495418779,89.8858624124,90.6375474875,95.4422516201,97.6717862805,95.4515927129,90.0611181728,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Italy,ITA,93.876390162,98.5327739331,94.2452418891,91.4088841706,91.535165575,94.1775856193,97.2173302324,98.5529446312,100.9415740246,104.7150579708,99.1369475319,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jamaica,JAM,110.5796324934,102.109579258,110.4845648025,107.1018672176,100.4431453584,96.4555318425,98.8564143828,107.1074132063,100.7540796594,96.3366053541,102.4840511733,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Japan,JPN,92.9967629824,111.6469592987,101.679701047,92.4902126307,90.7475009,88.5629289271,87.6101482472,97.0906351947,98.6606121107,106.4923354471,94.9227977621,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jordan,JOR,149.0063566909,156.8846152234,108.1168103331,99.3980532319,105.5474219187,98.2254457374,94.3553291706,98.9364580868,95.3792430653,95.8288771567,99.3850051674,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kazakhstan,KAZ,144.5647001758,108.4356120877,131.5999613182,152.9090110705,152.2495429957,150.8449074361,142.2272906421,123.0727163662,113.4860980245,92.0053865251,133.3077082906,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kenya,KEN,86.1675116296,96.7796292078,95.1124521804,91.5680542823,91.1666182542,87.6528848886,88.3775803817,98.3679403125,99.098562776,99.3224961106,92.1551646806,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kiribati,KIR,84.0424237085,80.2874114948,85.115984703,93.6004569481,86.8786764857,89.3702122074,94.7345881611,109.1076206101,104.8291672038,107.6920421641,114.3331975223,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Dem. People's Rep.",PRK,118.0269486028,125.5975745769,121.6524676846,125.2161214332,118.3319604199,110.1619885706,103.7941367665,117.1872956367,115.0678788249,108.5712434995,139.8475370328,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Rep.",KOR,99.6410736603,103.8692461533,96.2655260241,86.4891588365,85.0372621264,87.8537288497,89.317250067,95.4365792243,91.4945780192,94.9524506209,92.3017174388,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kuwait,KWT,162.2481387622,109.7190704203,132.9896590153,160.5523605564,162.8361617159,163.5308492808,156.8945860707,125.1340927038,116.0077434162,84.4033962624,124.9576120761,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kyrgyz Republic,KGZ,92.5950912111,96.2077051744,102.2168429315,105.2705963637,104.3937550597,99.3118268606,96.1158509401,106.8977212868,111.9751620031,131.2414544544,124.5522571203,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lao PDR,LAO,98.131678487,98.1685574867,114.8514572187,114.6142646832,105.7267287274,102.6112355925,102.3796382232,114.3910180927,111.5043379688,111.2214209641,169.6898250708,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Latvia,LVA,98.65579738,98.5715664222,101.0086324755,99.833485948,97.0897395913,98.2272870748,98.5776277453,102.0892687473,102.5547444783,103.8163581192,104.6708056658,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lebanon,LBN,95.2866392529,100.0171366694,97.5907779911,94.0084859421,93.9996080371,93.3357859912,94.2478207117,102.3548345441,105.8003442223,114.7008544125,103.7626997906,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lesotho,LSO,88.7053814458,96.4471443278,90.8614730296,86.9155477779,90.7866257369,89.7991818616,91.9670624574,92.0683953361,93.0745320814,93.0013179723,77.5954309957,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liberia,LBR,94.2496581832,86.7905341567,103.6939657922,117.3009754921,102.3340630496,116.3174444668,103.9790010873,107.246060268,121.647633795,141.5205589755,142.3107465292,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Libya,LBY,167.1138670188,111.3349900966,137.7281236241,154.4553056848,168.2050719755,168.5267931458,151.8804336405,123.4306274721,112.9050320095,72.1888880753,106.1789110768,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lithuania,LTU,96.6040469383,98.116270242,95.9850956372,95.290647715,95.1162327762,95.775435661,97.825120308,99.7794542603,100.442527397,102.348427277,97.8988999089,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Luxembourg,LUX,109.2519087549,110.4365010387,106.2907914404,102.9717048233,99.7182790719,99.0999360043,96.9756922123,94.0202648582,92.3744265249,93.3134823801,95.362602708,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Macao SAR, China",MAC,100.9977051747,110.9946935529,103.4594841531,101.2407117248,101.8615964711,99.4857981045,100.6450180537,97.9634454463,97.2712497335,96.3834100107,92.1590820049,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,North Macedonia,MKD,94.8365087345,98.5066465406,95.3870775799,88.7932301561,89.4929614291,91.500768294,93.8682220428,96.9786414263,97.1477293984,96.448827818,87.8565523074,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Madagascar,MDG,80.5858430521,84.7285468398,88.4212452223,90.2795435627,91.4038188394,89.3075322649,96.8812117091,75.8636292629,74.7043848818,73.4008270177,81.806340368,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malawi,MWI,73.5118294804,90.189455688,90.9539146366,93.4110188019,88.5887219491,86.6372650644,90.145755458,97.3626274965,94.2538120218,92.7891425805,90.4366607078,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malaysia,MYS,112.2342388251,98.4267957874,100.3029291089,105.8269546634,105.4636059597,103.3206345536,103.4987150042,97.3761871788,98.4655372055,99.0149623429,104.9467865384,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Maldives,MDV,83.84386441,91.2998548072,93.170705094,86.4326380626,85.6762883556,88.2548595625,91.9920187538,111.1577171783,110.7791617703,104.5467548924,104.3214387091,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mali,MLI,79.7211499687,91.3611380951,108.1050570806,118.5124583003,115.2606315456,105.441285211,98.0493199535,103.8257337385,112.7819461566,145.6860541302,124.3125445641,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malta,MLT,79.1836578156,89.368033167,94.9831765019,98.4087804956,86.4729478979,90.4401223853,90.6855960582,98.7367222456,100.1041818739,110.4466866118,104.1150524128,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Marshall Islands,MHL,98.5321354088,92.171463654,92.0290580546,92.5425020375,91.7829349107,99.4393573402,100.2740474903,102.0585292441,102.3590319854,105.4664305681,100.3979592718,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritania,MRT,116.8166560899,107.9118508633,135.129249765,129.4759568753,117.0820144684,121.9463149338,108.9154091915,106.9182456351,122.5526454198,136.3743430365,151.7461111239,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritius,MUS,88.9024326614,93.959259663,84.913869283,82.9101366819,83.6275260547,88.6718022367,88.0929285201,94.2689486493,97.3129510754,101.606733148,93.7609558683,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mexico,MEX,123.982478863,110.1454543292,118.519310057,126.5862429161,121.9773746588,121.8948716847,115.6566092383,100.4576825573,101.3974374678,96.8420533918,96.7876002296,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Micronesia, Fed. Sts.",FSM,80.7365414933,89.7146896186,86.6121619011,81.214978766,79.1786886069,81.3053802138,85.4728700358,106.958228128,108.8688422277,104.8623543951,97.8807110504,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Moldova,MDA,105.7709034417,102.5568704636,103.8167828702,101.7028664794,99.637833663,98.1281695111,94.5783132499,98.8990856143,98.3114651069,112.5538224904,107.9708516034,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mongolia,MNG,122.1419579867,110.6754356608,135.3549825335,138.2396169493,128.4339547464,118.913942435,108.9296965507,126.2342949898,124.8132707999,124.9176444281,147.6998371186,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Morocco,MAR,98.5799775542,90.5032789997,89.1723484249,89.1723484249,105.2523210441,104.365726712,102.9607375322,91.486894576,91.6523307234,96.4124668172,88.906288844,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mozambique,MOZ,117.6415839378,100.9097734396,115.3751755017,112.7951385967,106.0227994439,101.9520323845,102.6398685403,114.8341884871,106.9067550184,99.4444642807,128.8146679211,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Myanmar,MMR,125.3076716708,117.7964462468,111.0780891316,106.8091896276,107.1937776361,109.9746488102,108.8331792035,98.8389877438,91.3259970312,89.6494471798,127.0298664738,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Namibia,NAM,99.500936696,96.3260192746,98.9181618971,98.8067502125,97.9438882657,96.2389156707,97.6749495351,102.3223755816,103.7394581494,105.9233807888,103.7229310978,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nauru,NRU,110.8882101575,108.7980968776,88.6280808584,98.9893915353,101.0827723432,86.5928733256,82.5329589082,76.5481063512,80.8676454805,89.4615633385,100.9797100421,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nepal,NPL,85.1191950704,90.1068204368,86.1365714901,84.7066836324,84.7856048729,87.1047697608,89.9934277935,88.942905345,87.3696566322,102.3637780535,106.6861919916,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Netherlands,NLD,100.0474285935,100.8745721898,97.5905562901,97.6755122237,97.0259781388,97.3619890699,98.8832735576,99.7486633333,99.650661994,99.092503664,96.9359057026,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Caledonia,NCL,110.3140757507,117.6166185613,142.2475014533,138.7877387027,115.3340565482,105.072948827,110.1552989459,110.958720917,111.6594182007,112.3869765724,129.064445244,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Zealand,NZL,93.6226581349,84.1961488584,92.8803282633,97.1101991851,90.5837853115,98.7489268409,104.3068022088,108.805211911,110.1836617886,112.8462900869,114.8210104236,..,..
